fecha,region,producto,categoria,cliente,vendedor,cantidad,precio_unitario,monto_total
2023-08-05,Arequipa,Dashboard Corporativo,Licencias,Gas Natural Altiplano S.A.C.,Rosa Huaman,7,4715.02,33005.14
2023-08-06,Lima,Integracion ERP,Consultoria,Laboratorios Quimica Andina S.A.,Lucia Ramirez,6,9406.27,56437.62
2023-08-07,Trujillo,Modelo Predictivo,Consultoria,Energia Renovable Ica S.A.C.,Lucia Ramirez,7,8753.32,61273.24
2023-08-07,Lima,Dashboard Corporativo,Licencias,Financiera Credi Andes S.A.,Diego Fernandez,5,6805.48,34027.4
2023-08-08,Arequipa,Dashboard Corporativo,Licencias,Seguros Vida Andina S.A.,Miguel Torres,8,3052.32,24418.56
2023-08-10,Lima,Modelo Predictivo,Consultoria,Corporacion Avicola Piurana S.A.,Miguel Torres,8,9345.16,74761.28
2023-08-10,Arequipa,Modelo Predictivo,Consultoria,Corporacion Avicola Piurana S.A.,Rosa Huaman,5,17401.37,87006.85
2023-08-10,Piura,Capacitacion Analytics,Capacitacion,Frutas de Exportacion Olmos S.A.,Patricia Vargas,3,1669.4,5008.2
2023-08-11,Lima,Integracion ERP,Consultoria,Laboratorios Quimica Andina S.A.,Ana Quispe,2,9320.26,18640.52
2023-08-12,Arequipa,Integracion ERP,Consultoria,Molinos San Agustin S.A.A.,Patricia Vargas,1,7341.58,7341.58
2023-08-13,Lima,Modelo Predictivo,Consultoria,Inversiones Miraflores S.A.C.,Ana Quispe,6,11021.82,66130.92
2023-08-14,Lima,Migracion Cloud,Consultoria,Servicios Portuarios Paita S.A.C.,Carlos Mendoza,3,15750.84,47252.52
2023-08-17,Cusco,Modelo Predictivo,Consultoria,Muebles Diseno Trujillo S.A.C.,Jorge Salazar,3,16109.26,48327.78
2023-08-17,Trujillo,Dashboard Corporativo,Licencias,Editorial Amauta S.A.C.,Patricia Vargas,5,4724.22,23621.1
2023-08-18,Piura,Modelo Predictivo,Consultoria,Corporacion Avicola Piurana S.A.,Carlos Mendoza,3,13099.57,39298.71
2023-08-18,Lima,Dashboard Corporativo,Licencias,Inmobiliaria Terra Nova S.A.C.,Rosa Huaman,6,2803.5,16821.0
2023-08-21,Piura,Modelo Predictivo,Consultoria,Universidad Tecnologica del Pacifico,Carlos Mendoza,8,13980.58,111844.64
2023-08-22,Lima,Modelo Predictivo,Consultoria,Alimentos Selva Verde S.A.C.,Miguel Torres,6,17283.87,103703.22
2023-08-23,Lima,Migracion Cloud,Consultoria,Farmacias Salud Total S.A.C.,Patricia Vargas,7,27524.65,192672.55
2023-08-23,Lima,Capacitacion Analytics,Capacitacion,Energia Renovable Ica S.A.C.,Ana Quispe,10,774.49,7744.9
2023-08-23,Lima,Modelo Predictivo,Consultoria,Hoteles Cusco Imperial S.A.C.,Ana Quispe,7,9687.84,67814.88
2023-08-24,Trujillo,Capacitacion Analytics,Capacitacion,Cementos Huascaran S.A.A.,Jorge Salazar,5,1692.52,8462.6
2023-08-24,Trujillo,Migracion Cloud,Consultoria,Consorcio Vial Sierra Sur S.A.,Lucia Ramirez,3,18245.98,54737.94
2023-08-25,Lima,Modelo Predictivo,Consultoria,Molinos San Agustin S.A.A.,Diego Fernandez,9,15331.75,137985.75
2023-08-25,Lima,Dashboard Corporativo,Licencias,Cerveceria Del Valle S.A.C.,Patricia Vargas,7,6131.57,42920.99
2023-08-25,Arequipa,Capacitacion Analytics,Capacitacion,Agroindustrias Chavimochic S.A.,Rosa Huaman,8,1381.12,11048.96
2023-08-26,Cusco,Dashboard Corporativo,Licencias,Transportes Andino Express S.A.C.,Carlos Mendoza,7,7494.94,52464.58
2023-08-26,Arequipa,Migracion Cloud,Consultoria,Seguridad Integral Halcon S.A.C.,Miguel Torres,5,27669.03,138345.15
2023-08-27,Lima,Data Warehouse,Licencias,Seguridad Integral Halcon S.A.C.,Diego Fernandez,10,24497.93,244979.3
2023-08-29,Lima,Auditoria de Datos,Consultoria,Cerveceria Del Valle S.A.C.,Rosa Huaman,1,9379.92,9379.92
2023-08-31,Lima,Dashboard Corporativo,Licencias,Plasticos Industriales Ate S.A.C.,Ana Quispe,8,3394.33,27154.64
2023-09-02,Lima,Dashboard Corporativo,Licencias,Turismo Machu Travel S.A.C.,Diego Fernandez,1,4490.2,4490.2
2023-09-03,Arequipa,Migracion Cloud,Consultoria,Aceros del Rimac S.A.A.,Rosa Huaman,8,17335.66,138685.28
2023-09-05,Arequipa,Capacitacion Analytics,Capacitacion,Retail Plaza Sur S.A.C.,Carlos Mendoza,8,1452.95,11623.6
2023-09-05,Lima,Data Warehouse,Licencias,Muebles Diseno Trujillo S.A.C.,Rosa Huaman,4,42513.36,170053.44
2023-09-05,Trujillo,Auditoria de Datos,Consultoria,Frutas de Exportacion Olmos S.A.,Jorge Salazar,3,8229.86,24689.58
2023-09-06,Arequipa,Dashboard Corporativo,Licencias,Cementos Huascaran S.A.A.,Patricia Vargas,5,2858.22,14291.1
2023-09-06,Lima,Data Warehouse,Licencias,Telecom Peru Conecta S.A.C.,Miguel Torres,9,24915.44,224238.96
2023-09-08,Lima,Dashboard Corporativo,Licencias,Minera Cerro Verde Andino S.A.,Lucia Ramirez,7,6699.81,46898.67
2023-09-11,Lima,Modelo Predictivo,Consultoria,Financiera Credi Andes S.A.,Jorge Salazar,10,11925.84,119258.4
2023-09-12,Lima,Integracion ERP,Consultoria,Molinos San Agustin S.A.A.,Diego Fernandez,1,12368.63,12368.63
2023-09-13,Piura,Capacitacion Analytics,Capacitacion,Automotriz Lima Norte S.A.C.,Miguel Torres,5,797.92,3989.6
2023-09-13,Lima,Integracion ERP,Consultoria,Universidad Tecnologica del Pacifico,Jorge Salazar,10,10397.78,103977.8
2023-09-15,Cusco,Migracion Cloud,Consultoria,Hoteles Cusco Imperial S.A.C.,Rosa Huaman,9,16822.98,151406.82
2023-09-15,Lima,Modelo Predictivo,Consultoria,Frutas de Exportacion Olmos S.A.,Diego Fernandez,5,13327.12,66635.6
2023-09-16,Piura,Dashboard Corporativo,Licencias,Supermercados Mi Barrio S.A.C.,Jorge Salazar,4,5627.62,22510.48
2023-09-16,Arequipa,Modelo Predictivo,Consultoria,Consorcio Vial Sierra Sur S.A.,Patricia Vargas,10,9625.12,96251.2
2023-09-16,Arequipa,Migracion Cloud,Consultoria,Alimentos Selva Verde S.A.C.,Carlos Mendoza,1,11722.61,11722.61
2023-09-17,Arequipa,Dashboard Corporativo,Licencias,Energia Renovable Ica S.A.C.,Jorge Salazar,10,4567.8,45678.0
2023-09-18,Lima,Modelo Predictivo,Consultoria,Inmobiliaria Terra Nova S.A.C.,Diego Fernandez,9,14491.02,130419.18
2023-09-19,Lima,Capacitacion Analytics,Capacitacion,Turismo Machu Travel S.A.C.,Miguel Torres,1,808.85,808.85
2023-09-19,Lima,Auditoria de Datos,Consultoria,Tecnologia Medica Vitalis S.A.C.,Miguel Torres,10,10824.59,108245.9
2023-09-20,Lima,Dashboard Corporativo,Licencias,Automotriz Lima Norte S.A.C.,Lucia Ramirez,10,5302.77,53027.7
2023-09-24,Lima,Modelo Predictivo,Consultoria,Servicios Portuarios Paita S.A.C.,Rosa Huaman,10,13622.39,136223.9
2023-09-25,Piura,Dashboard Corporativo,Licencias,Supermercados Mi Barrio S.A.C.,Lucia Ramirez,8,7151.06,57208.48
2023-09-26,Piura,Capacitacion Analytics,Capacitacion,Corporacion Avicola Piurana S.A.,Lucia Ramirez,7,1438.74,10071.18
2023-09-26,Arequipa,Dashboard Corporativo,Licencias,Gas Natural Altiplano S.A.C.,Jorge Salazar,7,6121.98,42853.86
2023-09-27,Lima,Data Warehouse,Licencias,Telecom Peru Conecta S.A.C.,Lucia Ramirez,5,27403.26,137016.3
2023-09-27,Cusco,Dashboard Corporativo,Licencias,Frutas de Exportacion Olmos S.A.,Carlos Mendoza,9,5522.87,49705.83
2023-09-28,Lima,Modelo Predictivo,Consultoria,Turismo Machu Travel S.A.C.,Ana Quispe,4,13416.53,53666.12
2023-09-28,Cusco,Auditoria de Datos,Consultoria,Minera Cerro Verde Andino S.A.,Jorge Salazar,3,7932.28,23796.84
2023-09-29,Trujillo,Capacitacion Analytics,Capacitacion,Pesquera Costa Azul S.A.C.,Diego Fernandez,9,961.71,8655.39
2023-10-01,Lima,Dashboard Corporativo,Licencias,Editorial Amauta S.A.C.,Miguel Torres,1,4117.06,4117.06
2023-10-03,Lima,Dashboard Corporativo,Licencias,Seguros Vida Andina S.A.,Diego Fernandez,1,5565.2,5565.2
2023-10-05,Piura,Migracion Cloud,Consultoria,Seguridad Integral Halcon S.A.C.,Diego Fernandez,6,17701.74,106210.44
2023-10-05,Lima,Data Warehouse,Licencias,Seguros Vida Andina S.A.,Patricia Vargas,3,15243.58,45730.74
2023-10-07,Lima,Capacitacion Analytics,Capacitacion,Distribuidora Molina Hermanos S.A.C.,Ana Quispe,2,492.08,984.16
2023-10-08,Arequipa,Migracion Cloud,Consultoria,Clinica San Bernardo S.A.,Lucia Ramirez,5,24533.5,122667.5
2023-10-11,Arequipa,Capacitacion Analytics,Capacitacion,Minera Cerro Verde Andino S.A.,Rosa Huaman,1,562.39,562.39
2023-10-11,Lima,Auditoria de Datos,Consultoria,Retail Plaza Sur S.A.C.,Lucia Ramirez,10,9651.0,96510.0
2023-10-13,Trujillo,Dashboard Corporativo,Licencias,Laboratorios Quimica Andina S.A.,Patricia Vargas,7,3155.7,22089.9
2023-10-13,Arequipa,Modelo Predictivo,Consultoria,Gas Natural Altiplano S.A.C.,Miguel Torres,7,8339.12,58373.84
2023-10-14,Trujillo,Dashboard Corporativo,Licencias,Transportes Andino Express S.A.C.,Lucia Ramirez,1,5351.38,5351.38
2023-10-15,Cusco,Integracion ERP,Consultoria,Aguas Cristalinas del Norte S.A.,Diego Fernandez,3,14113.81,42341.43
2023-10-16,Piura,Capacitacion Analytics,Capacitacion,Alimentos Selva Verde S.A.C.,Ana Quispe,8,1199.37,9594.96
2023-10-19,Lima,Migracion Cloud,Consultoria,Pesquera Costa Azul S.A.C.,Carlos Mendoza,9,21769.72,195927.48
2023-10-20,Lima,Dashboard Corporativo,Licencias,Aguas Cristalinas del Norte S.A.,Diego Fernandez,3,2900.32,8700.96
2023-10-21,Cusco,Dashboard Corporativo,Licencias,Alimentos Selva Verde S.A.C.,Lucia Ramirez,6,6680.87,40085.22
2023-10-23,Lima,Migracion Cloud,Consultoria,Cementos Huascaran S.A.A.,Lucia Ramirez,4,18924.55,75698.2
2023-10-24,Lima,Modelo Predictivo,Consultoria,Turismo Machu Travel S.A.C.,Diego Fernandez,3,18544.38,55633.14
2023-10-24,Cusco,Dashboard Corporativo,Licencias,Corporacion Avicola Piurana S.A.,Carlos Mendoza,7,3398.99,23792.93
2023-10-26,Cusco,Auditoria de Datos,Consultoria,Seguridad Integral Halcon S.A.C.,Lucia Ramirez,9,6040.54,54364.86
2023-10-29,Trujillo,Dashboard Corporativo,Licencias,Frutas de Exportacion Olmos S.A.,Patricia Vargas,6,4728.08,28368.48
2023-10-30,Lima,Data Warehouse,Licencias,Cementos Huascaran S.A.A.,Rosa Huaman,2,38214.75,76429.5
2023-10-30,Arequipa,Modelo Predictivo,Consultoria,Distribuidora Molina Hermanos S.A.C.,Miguel Torres,10,17256.07,172560.7
2023-10-31,Lima,Migracion Cloud,Consultoria,Inversiones Miraflores S.A.C.,Ana Quispe,7,22460.24,157221.68
2023-11-01,Lima,Dashboard Corporativo,Licencias,Grupo Logistico Callao S.A.,Jorge Salazar,7,2658.14,18606.98
2023-11-02,Lima,Auditoria de Datos,Consultoria,Cementos Huascaran S.A.A.,Lucia Ramirez,8,10536.83,84294.64
2023-11-02,Lima,Auditoria de Datos,Consultoria,Seguridad Integral Halcon S.A.C.,Jorge Salazar,2,7741.19,15482.38
2023-11-02,Lima,Modelo Predictivo,Consultoria,Muebles Diseno Trujillo S.A.C.,Carlos Mendoza,2,12420.44,24840.88
2023-11-05,Trujillo,Integracion ERP,Consultoria,Constructora Los Incas S.A.,Miguel Torres,8,6151.07,49208.56
2023-11-07,Arequipa,Migracion Cloud,Consultoria,Energia Renovable Ica S.A.C.,Ana Quispe,10,26332.8,263328.0
2023-11-08,Lima,Integracion ERP,Consultoria,Aceros del Rimac S.A.A.,Lucia Ramirez,7,14056.85,98397.95
2023-11-09,Arequipa,Data Warehouse,Licencias,Hoteles Cusco Imperial S.A.C.,Rosa Huaman,10,28501.85,285018.5
2023-11-09,Piura,Integracion ERP,Consultoria,Supermercados Mi Barrio S.A.C.,Patricia Vargas,6,16566.66,99399.96
2023-11-10,Arequipa,Dashboard Corporativo,Licencias,Alimentos Selva Verde S.A.C.,Lucia Ramirez,9,3736.98,33632.82
2023-11-10,Lima,Modelo Predictivo,Consultoria,Alimentos Selva Verde S.A.C.,Rosa Huaman,8,12744.18,101953.44
2023-11-10,Cusco,Modelo Predictivo,Consultoria,Pesquera Costa Azul S.A.C.,Rosa Huaman,7,10559.35,73915.45
2023-11-12,Lima,Integracion ERP,Consultoria,Inmobiliaria Terra Nova S.A.C.,Lucia Ramirez,9,10553.48,94981.32
2023-11-13,Lima,Integracion ERP,Consultoria,Consorcio Vial Sierra Sur S.A.,Diego Fernandez,8,8736.39,69891.12
2023-11-13,Arequipa,Dashboard Corporativo,Licencias,Grupo Logistico Callao S.A.,Lucia Ramirez,10,7161.69,71616.9
2023-11-13,Lima,Integracion ERP,Consultoria,Cerveceria Del Valle S.A.C.,Diego Fernandez,9,10061.45,90553.05
2023-11-14,Arequipa,Auditoria de Datos,Consultoria,Servicios Portuarios Paita S.A.C.,Diego Fernandez,5,9376.06,46880.3
2023-11-15,Lima,Dashboard Corporativo,Licencias,Laboratorios Quimica Andina S.A.,Rosa Huaman,5,5339.17,26695.85
2023-11-15,Cusco,Auditoria de Datos,Consultoria,Supermercados Mi Barrio S.A.C.,Jorge Salazar,8,7424.0,59392.0
2023-11-17,Lima,Dashboard Corporativo,Licencias,Turismo Machu Travel S.A.C.,Rosa Huaman,6,4550.76,27304.56
2023-11-18,Arequipa,Data Warehouse,Licencias,Agroindustrias Chavimochic S.A.,Miguel Torres,7,41481.09,290367.63
2023-11-19,Trujillo,Dashboard Corporativo,Licencias,Inversiones Miraflores S.A.C.,Patricia Vargas,7,5722.87,40060.09
2023-11-20,Lima,Capacitacion Analytics,Capacitacion,Textiles Pima Norte S.A.C.,Diego Fernandez,1,689.0,689.0
2023-11-20,Lima,Auditoria de Datos,Consultoria,Textiles Pima Norte S.A.C.,Miguel Torres,8,8907.53,71260.24
2023-11-20,Cusco,Dashboard Corporativo,Licencias,Financiera Credi Andes S.A.,Diego Fernandez,10,6278.71,62787.1
2023-11-21,Lima,Auditoria de Datos,Consultoria,Transportes Andino Express S.A.C.,Jorge Salazar,4,10371.22,41484.88
2023-11-22,Lima,Migracion Cloud,Consultoria,Supermercados Mi Barrio S.A.C.,Rosa Huaman,10,9459.93,94599.3
2023-11-23,Lima,Migracion Cloud,Consultoria,Transportes Andino Express S.A.C.,Jorge Salazar,5,22690.65,113453.25
2023-11-23,Arequipa,Dashboard Corporativo,Licencias,Consorcio Vial Sierra Sur S.A.,Diego Fernandez,6,3334.05,20004.3
2023-11-24,Cusco,Dashboard Corporativo,Licencias,Energia Renovable Ica S.A.C.,Carlos Mendoza,4,3920.88,15683.52
2023-11-26,Lima,Migracion Cloud,Consultoria,Aguas Cristalinas del Norte S.A.,Lucia Ramirez,1,21005.29,21005.29
2023-11-27,Trujillo,Integracion ERP,Consultoria,Aceros del Rimac S.A.A.,Carlos Mendoza,4,8857.88,35431.52
2023-11-27,Lima,Integracion ERP,Consultoria,Alimentos Selva Verde S.A.C.,Diego Fernandez,8,11405.46,91243.68
2023-11-29,Lima,Auditoria de Datos,Consultoria,Laboratorios Quimica Andina S.A.,Miguel Torres,6,4841.73,29050.38
2023-11-30,Lima,Data Warehouse,Licencias,Seguros Vida Andina S.A.,Lucia Ramirez,5,33951.37,169756.85
2023-12-01,Lima,Migracion Cloud,Consultoria,Seguros Vida Andina S.A.,Ana Quispe,8,12077.99,96623.92
2023-12-02,Lima,Auditoria de Datos,Consultoria,Seguros Vida Andina S.A.,Jorge Salazar,5,4539.32,22696.6
2023-12-03,Lima,Dashboard Corporativo,Licencias,Transportes Andino Express S.A.C.,Jorge Salazar,5,3680.77,18403.85
2023-12-04,Lima,Modelo Predictivo,Consultoria,Supermercados Mi Barrio S.A.C.,Jorge Salazar,2,8468.07,16936.14
2023-12-05,Lima,Auditoria de Datos,Consultoria,Automotriz Lima Norte S.A.C.,Carlos Mendoza,10,4724.52,47245.2
2023-12-05,Piura,Data Warehouse,Licencias,Seguridad Integral Halcon S.A.C.,Rosa Huaman,10,21935.06,219350.6
2023-12-06,Trujillo,Migracion Cloud,Consultoria,Supermercados Mi Barrio S.A.C.,Miguel Torres,10,20304.41,203044.1
2023-12-07,Lima,Modelo Predictivo,Consultoria,Retail Plaza Sur S.A.C.,Diego Fernandez,3,13772.04,41316.12
2023-12-07,Trujillo,Modelo Predictivo,Consultoria,Seguros Vida Andina S.A.,Jorge Salazar,7,13682.79,95779.53
2023-12-10,Arequipa,Dashboard Corporativo,Licencias,Alimentos Selva Verde S.A.C.,Patricia Vargas,2,5211.17,10422.34
2023-12-14,Piura,Auditoria de Datos,Consultoria,Editorial Amauta S.A.C.,Lucia Ramirez,4,6368.65,25474.6
2023-12-15,Trujillo,Dashboard Corporativo,Licencias,Inmobiliaria Terra Nova S.A.C.,Lucia Ramirez,10,3029.63,30296.3
2023-12-17,Trujillo,Migracion Cloud,Consultoria,Constructora Los Incas S.A.,Miguel Torres,6,19861.11,119166.66
2023-12-22,Lima,Capacitacion Analytics,Capacitacion,Plasticos Industriales Ate S.A.C.,Carlos Mendoza,6,1244.96,7469.76
2023-12-23,Lima,Integracion ERP,Consultoria,Corporacion Avicola Piurana S.A.,Rosa Huaman,4,14038.68,56154.72
2023-12-23,Lima,Data Warehouse,Licencias,Aceros del Rimac S.A.A.,Miguel Torres,6,31384.99,188309.94
2023-12-24,Lima,Migracion Cloud,Consultoria,Servicios Portuarios Paita S.A.C.,Lucia Ramirez,5,17550.87,87754.35
2023-12-25,Lima,Integracion ERP,Consultoria,Automotriz Lima Norte S.A.C.,Patricia Vargas,9,12918.76,116268.84
2023-12-25,Trujillo,Integracion ERP,Consultoria,Distribuidora Molina Hermanos S.A.C.,Diego Fernandez,9,6591.8,59326.2
2023-12-26,Lima,Auditoria de Datos,Consultoria,Aguas Cristalinas del Norte S.A.,Diego Fernandez,9,6055.36,54498.24
2023-12-27,Lima,Auditoria de Datos,Consultoria,Aceros del Rimac S.A.A.,Rosa Huaman,1,8391.86,8391.86
2023-12-27,Lima,Auditoria de Datos,Consultoria,Energia Renovable Ica S.A.C.,Lucia Ramirez,3,4300.79,12902.37
2023-12-29,Arequipa,Dashboard Corporativo,Licencias,Constructora Los Incas S.A.,Carlos Mendoza,1,6245.97,6245.97
2024-01-01,Lima,Auditoria de Datos,Consultoria,Energia Renovable Ica S.A.C.,Carlos Mendoza,10,7425.95,74259.5
2024-01-01,Trujillo,Capacitacion Analytics,Capacitacion,Muebles Diseno Trujillo S.A.C.,Lucia Ramirez,8,1254.28,10034.24
2024-01-03,Arequipa,Dashboard Corporativo,Licencias,Editorial Amauta S.A.C.,Diego Fernandez,6,5693.12,34158.72
2024-01-03,Lima,Dashboard Corporativo,Licencias,Automotriz Lima Norte S.A.C.,Diego Fernandez,3,6393.66,19180.98
2024-01-04,Lima,Capacitacion Analytics,Capacitacion,Distribuidora Molina Hermanos S.A.C.,Miguel Torres,3,1361.92,4085.76
2024-01-07,Lima,Dashboard Corporativo,Licencias,Tecnologia Medica Vitalis S.A.C.,Miguel Torres,9,7431.39,66882.51
2024-01-08,Arequipa,Integracion ERP,Consultoria,Gas Natural Altiplano S.A.C.,Patricia Vargas,4,6236.37,24945.48
2024-01-08,Lima,Integracion ERP,Consultoria,Seguros Vida Andina S.A.,Ana Quispe,7,8125.86,56881.02
2024-01-11,Arequipa,Dashboard Corporativo,Licencias,Textiles Pima Norte S.A.C.,Jorge Salazar,9,4804.17,43237.53
2024-01-13,Lima,Auditoria de Datos,Consultoria,Telecom Peru Conecta S.A.C.,Patricia Vargas,2,6870.49,13740.98
2024-01-15,Cusco,Migracion Cloud,Consultoria,Telecom Peru Conecta S.A.C.,Rosa Huaman,10,14786.53,147865.3
2024-01-16,Piura,Data Warehouse,Licencias,Constructora Los Incas S.A.,Lucia Ramirez,1,21980.24,21980.24
2024-01-20,Lima,Dashboard Corporativo,Licencias,Inversiones Miraflores S.A.C.,Rosa Huaman,9,3908.13,35173.17
2024-01-22,Cusco,Auditoria de Datos,Consultoria,Energia Renovable Ica S.A.C.,Lucia Ramirez,3,4341.73,13025.19
2024-01-24,Cusco,Auditoria de Datos,Consultoria,Inmobiliaria Terra Nova S.A.C.,Rosa Huaman,2,7064.53,14129.06
2024-01-24,Arequipa,Integracion ERP,Consultoria,Inversiones Miraflores S.A.C.,Jorge Salazar,7,16169.3,113185.1
2024-01-25,Lima,Capacitacion Analytics,Capacitacion,Agroindustrias Chavimochic S.A.,Jorge Salazar,4,1075.97,4303.88
2024-01-25,Lima,Dashboard Corporativo,Licencias,Servicios Portuarios Paita S.A.C.,Miguel Torres,10,6356.13,63561.3
2024-01-25,Piura,Capacitacion Analytics,Capacitacion,Inmobiliaria Terra Nova S.A.C.,Rosa Huaman,9,1197.45,10777.05
2024-01-25,Lima,Migracion Cloud,Consultoria,Retail Plaza Sur S.A.C.,Lucia Ramirez,7,11420.49,79943.43
2024-01-26,Lima,Modelo Predictivo,Consultoria,Servicios Portuarios Paita S.A.C.,Patricia Vargas,6,19604.97,117629.82
2024-01-27,Cusco,Capacitacion Analytics,Capacitacion,Grupo Logistico Callao S.A.,Patricia Vargas,1,1701.59,1701.59
2024-01-28,Lima,Capacitacion Analytics,Capacitacion,Consorcio Vial Sierra Sur S.A.,Patricia Vargas,2,786.1,1572.2
2024-01-28,Arequipa,Integracion ERP,Consultoria,Distribuidora Molina Hermanos S.A.C.,Ana Quispe,7,15984.21,111889.47
2024-01-28,Arequipa,Modelo Predictivo,Consultoria,Aceros del Rimac S.A.A.,Lucia Ramirez,10,17759.07,177590.7
2024-01-29,Trujillo,Integracion ERP,Consultoria,Seguridad Integral Halcon S.A.C.,Lucia Ramirez,8,8188.54,65508.32
2024-01-30,Trujillo,Capacitacion Analytics,Capacitacion,Alimentos Selva Verde S.A.C.,Ana Quispe,2,516.55,1033.1
2024-01-31,Lima,Modelo Predictivo,Consultoria,Textiles Pima Norte S.A.C.,Lucia Ramirez,1,12597.64,12597.64
2024-02-02,Piura,Dashboard Corporativo,Licencias,Inmobiliaria Terra Nova S.A.C.,Rosa Huaman,6,6649.47,39896.82
2024-02-03,Trujillo,Data Warehouse,Licencias,Financiera Credi Andes S.A.,Lucia Ramirez,9,32143.22,289288.98
2024-02-08,Cusco,Data Warehouse,Licencias,Tecnologia Medica Vitalis S.A.C.,Carlos Mendoza,9,19152.25,172370.25
2024-02-10,Trujillo,Integracion ERP,Consultoria,Seguridad Integral Halcon S.A.C.,Jorge Salazar,9,15218.16,136963.44
2024-02-11,Trujillo,Modelo Predictivo,Consultoria,Clinica San Bernardo S.A.,Ana Quispe,9,8758.28,78824.52
2024-02-12,Lima,Migracion Cloud,Consultoria,Turismo Machu Travel S.A.C.,Diego Fernandez,6,24307.7,145846.2
2024-02-12,Piura,Migracion Cloud,Consultoria,Inmobiliaria Terra Nova S.A.C.,Diego Fernandez,6,24289.45,145736.7
2024-02-12,Cusco,Capacitacion Analytics,Capacitacion,Editorial Amauta S.A.C.,Patricia Vargas,9,980.39,8823.51
2024-02-12,Lima,Integracion ERP,Consultoria,Transportes Andino Express S.A.C.,Rosa Huaman,10,11119.36,111193.6
2024-02-13,Trujillo,Dashboard Corporativo,Licencias,Farmacias Salud Total S.A.C.,Diego Fernandez,6,4715.06,28290.36
2024-02-13,Lima,Auditoria de Datos,Consultoria,Clinica San Bernardo S.A.,Lucia Ramirez,1,4158.46,4158.46
2024-02-16,Lima,Dashboard Corporativo,Licencias,Gas Natural Altiplano S.A.C.,Patricia Vargas,2,4611.2,9222.4
2024-02-16,Cusco,Dashboard Corporativo,Licencias,Seguridad Integral Halcon S.A.C.,Jorge Salazar,8,6569.58,52556.64
2024-02-21,Arequipa,Dashboard Corporativo,Licencias,Supermercados Mi Barrio S.A.C.,Miguel Torres,4,3510.4,14041.6
2024-02-21,Trujillo,Data Warehouse,Licencias,Turismo Machu Travel S.A.C.,Lucia Ramirez,3,35575.07,106725.21
2024-02-23,Cusco,Data Warehouse,Licencias,Clinica San Bernardo S.A.,Diego Fernandez,1,23841.44,23841.44
2024-02-25,Lima,Auditoria de Datos,Consultoria,Agroindustrias Chavimochic S.A.,Carlos Mendoza,9,6775.51,60979.59
2024-02-28,Lima,Dashboard Corporativo,Licencias,Editorial Amauta S.A.C.,Carlos Mendoza,3,3206.74,9620.22
2024-02-29,Trujillo,Integracion ERP,Consultoria,Turismo Machu Travel S.A.C.,Rosa Huaman,6,6931.3,41587.8
2024-03-01,Lima,Modelo Predictivo,Consultoria,Cerveceria Del Valle S.A.C.,Ana Quispe,1,12962.35,12962.35
2024-03-05,Lima,Dashboard Corporativo,Licencias,Energia Renovable Ica S.A.C.,Miguel Torres,3,6538.59,19615.77
2024-03-06,Arequipa,Capacitacion Analytics,Capacitacion,Alimentos Selva Verde S.A.C.,Patricia Vargas,10,581.11,5811.1
2024-03-06,Lima,Capacitacion Analytics,Capacitacion,Muebles Diseno Trujillo S.A.C.,Patricia Vargas,3,1553.14,4659.42
2024-03-07,Lima,Capacitacion Analytics,Capacitacion,Corporacion Avicola Piurana S.A.,Miguel Torres,8,625.2,5001.6
2024-03-08,Piura,Dashboard Corporativo,Licencias,Consorcio Vial Sierra Sur S.A.,Jorge Salazar,4,3419.43,13677.72
2024-03-08,Lima,Modelo Predictivo,Consultoria,Aguas Cristalinas del Norte S.A.,Jorge Salazar,6,18120.34,108722.04
2024-03-09,Arequipa,Migracion Cloud,Consultoria,Transportes Andino Express S.A.C.,Carlos Mendoza,1,13996.63,13996.63
2024-03-09,Lima,Capacitacion Analytics,Capacitacion,Telecom Peru Conecta S.A.C.,Carlos Mendoza,3,661.96,1985.88
2024-03-10,Lima,Dashboard Corporativo,Licencias,Farmacias Salud Total S.A.C.,Lucia Ramirez,1,6322.69,6322.69
2024-03-10,Cusco,Data Warehouse,Licencias,Pesquera Costa Azul S.A.C.,Carlos Mendoza,9,35101.98,315917.82
2024-03-11,Arequipa,Dashboard Corporativo,Licencias,Editorial Amauta S.A.C.,Diego Fernandez,10,6138.86,61388.6
2024-03-12,Cusco,Auditoria de Datos,Consultoria,Farmacias Salud Total S.A.C.,Jorge Salazar,10,6253.35,62533.5
2024-03-13,Lima,Capacitacion Analytics,Capacitacion,Distribuidora Molina Hermanos S.A.C.,Lucia Ramirez,6,1648.15,9888.9
2024-03-13,Arequipa,Capacitacion Analytics,Capacitacion,Corporacion Avicola Piurana S.A.,Jorge Salazar,9,1263.11,11367.99
2024-03-14,Arequipa,Dashboard Corporativo,Licencias,Pesquera Costa Azul S.A.C.,Rosa Huaman,8,3253.42,26027.36
2024-03-14,Trujillo,Integracion ERP,Consultoria,Supermercados Mi Barrio S.A.C.,Jorge Salazar,9,6250.23,56252.07
2024-03-16,Lima,Auditoria de Datos,Consultoria,Muebles Diseno Trujillo S.A.C.,Patricia Vargas,9,6488.01,58392.09
2024-03-18,Arequipa,Data Warehouse,Licencias,Textiles Pima Norte S.A.C.,Rosa Huaman,6,34267.29,205603.74
